# {"t_start": 1587789559.7062473, "env_id": "DartHopperPT-v1"} 
r,l,t
3.401696,8,30.843259
46.317418,36,30.856863
5.965557,12,30.860759
37.023109,42,30.864722
-4.692906,5,30.87098
1.703351,5,30.874763
67.814262,53,30.876933
35.023887,43,30.878921
-2.035298,5,30.881066
-0.643929,4,30.883238
-0.962684,5,30.889434
1.649647,7,30.891597
6.279108,23,30.903577
39.582015,35,30.913618
1.94555,8,30.919879
67.6881,55,30.923656
-0.218618,6,30.925733
-7.106219,18,30.9258
62.371859,47,30.927896
-1.718515,4,30.93418
-1.635562,9,30.942236
31.402419,30,30.944144
7.746315,14,30.953823
55.360274,37,30.955959
18.634505,15,30.958065
-1.369212,4,30.962268
49.208788,37,30.966428
49.381741,24,30.968638
4.10469,15,30.972553
-0.704265,4,30.980532
0.002977,6,30.980748
0.396359,8,30.982826
4.213858,13,30.984985
-3.708055,3,30.98707
-4.642857,3,30.991178
1.629516,5,30.991255
17.507131,29,30.993231
2.21991,15,30.993277
-0.346764,8,31.003133
13.328284,23,31.003305
6.679443,29,31.003382
-1.062694,11,31.013453
1.257994,7,31.017434
-1.275774,4,31.021472
-1.515109,5,31.027537
6.287417,18,31.029599
3.853514,24,31.039229
3.06511,7,31.041359
9.036008,20,31.043481
10.890277,10,31.049293
-2.55833,5,31.051406
0.423156,5,31.059611
24.443805,33,31.069226
7.998464,25,31.071484
63.621053,47,31.077516
-2.719434,3,31.077576
-4.041228,4,31.08535
3.604921,9,31.08718
21.390847,26,31.091319
25.009829,25,31.093414
-3.026427,6,31.099147
74.827416,54,31.101353
-0.063612,5,31.101372
-1.932841,8,31.101516
15.699419,22,31.103477
-3.839568,6,31.113541
0.972702,10,31.120158
10.557799,21,31.120527
3.233593,8,31.120623
-2.391933,7,31.128984
-2.298487,7,31.134849
-2.800113,3,31.135182
24.755183,21,31.137448
4.878446,9,31.139623
-2.357378,3,31.145763
12.996227,22,31.147664
24.745252,24,31.152097
4.705602,9,31.15411
4.695009,10,31.155929
-0.225563,5,31.1566
6.36937,11,31.160804
2.5808,7,31.16296
60.418899,55,31.164994
-1.792527,4,31.169228
6.113031,9,31.171282
9.320907,24,31.171313
2.108963,7,31.171735
-0.356444,8,31.173586
-1.80195,4,31.179937
-2.278498,4,31.182065
-0.037871,6,31.184566
1.880858,10,31.186809
6.745433,16,31.188809
-2.189793,15,31.20097
5.87165,8,31.201265
1.619228,10,31.207503
14.952462,24,31.213655
3.04936,7,31.216093
24.90716,25,31.232168
6.893764,18,31.244969
59.703559,36,31.247156
28.007135,32,31.249086
-0.037438,4,31.25555
-1.764574,6,31.261699
8.941019,24,31.26394
26.532966,24,31.266068
41.21112,32,31.268267
25.804528,40,31.272351
-0.206994,8,31.27246
-4.679456,7,31.276248
0.457494,6,31.288551
-0.226934,6,31.300079
7.274334,17,31.306264
8.447538,20,31.306362
39.960968,38,31.310367
31.98112,23,31.314299
20.612272,22,31.31655
-0.048966,6,31.318954
28.069845,38,31.3229
-0.61245,4,31.327185
7.530159,11,31.333644
2.298951,6,31.340439
-3.129693,4,31.348959
17.032935,24,31.350722
6.48896,17,31.353035
8.208593,14,31.35306
-2.115206,4,31.357816
-2.444033,4,31.362239
-0.448325,7,31.366127
5.952016,15,31.366688
41.769504,30,31.371112
-0.229343,6,31.379067
1.654548,8,31.379268
-0.074273,6,31.379418
-3.306711,4,31.388078
7.269105,19,31.394254
5.071562,16,31.40417
3.753888,25,31.41032
-1.075409,9,31.412324
-1.275116,4,31.412391
4.420018,17,31.414246
59.638321,73,31.416647
3.411475,10,31.433137
70.440497,59,31.439039
-1.559073,13,31.440923
-1.32763,6,31.445086
13.165068,28,31.445312
-2.423489,3,31.451462
1.245621,8,31.45592
-2.99886,3,31.458025
16.115539,28,31.46828
5.270459,12,31.470625
-1.458011,4,31.476866
-0.853398,3,31.483392
50.97973,52,31.487544
23.634094,38,31.49592
0.094132,6,31.499897
-3.06153,3,31.502238
-1.874723,18,31.508268
0.721487,7,31.516541
57.453782,38,31.520202
-3.352804,6,31.521044
7.82474,12,31.525015
57.137494,33,31.527397
10.97153,21,31.527409
71.19469,57,31.531579
-3.812188,5,31.531734
0.260756,6,31.538119
50.724919,39,31.538216
-4.334474,4,31.540227
4.520556,15,31.552538
-0.606879,10,31.558896
11.730314,18,31.565154
1.343679,7,31.567475
11.102167,15,31.571376
28.053376,23,31.575834
29.559985,19,31.577955
14.42705,14,31.588237
-2.015612,6,31.588559
8.750336,9,31.590678
-3.018759,16,31.59935
31.211846,40,31.601457
41.993659,34,31.603262
1.044864,7,31.605738
1.189809,13,31.605833
5.765552,12,31.614142
-2.084402,5,31.616468
1.246713,11,31.622791
1.41307,15,31.646527
11.122417,16,31.646577
26.364901,24,31.650565
14.438526,32,31.654489
-0.347245,7,31.66043
6.049586,12,31.670448
-3.13467,5,31.670511
37.410582,50,31.670761
2.561482,11,31.673012
-0.735437,14,31.683011
-2.756008,8,31.687129
3.155953,9,31.689251
55.520716,33,31.689313
1.413875,8,31.68933
32.131478,43,31.693179
-0.399484,5,31.693274
-0.008539,6,31.701549
-1.337043,6,31.7054
0.965948,8,31.705637
12.007391,20,31.711768
-3.966632,5,31.711773
-1.498012,3,31.711815
15.776945,13,31.713883
-1.629405,6,31.72425
9.425983,17,31.728188
15.094492,19,31.728285
-2.820242,4,31.732518
47.403451,63,31.732531
-2.278326,10,31.734842
3.665165,12,31.736907
-2.323678,4,31.745486
-1.669525,7,31.747515
-6.867788,13,31.756606
-6.048305,11,31.770683
30.861932,33,31.775176
6.168419,12,31.781647
3.704488,7,31.785915
15.15304,27,31.792233
-0.251695,5,31.802557
5.565609,11,31.8081
0.133701,13,31.808258
3.381752,18,31.812212
-1.106054,3,31.814485
-4.295977,6,31.820116
56.467974,44,31.824187
-0.0598,6,31.824254
68.446463,50,31.832576
6.623513,16,31.834549
2.044845,8,31.836812
58.684225,48,31.845208
2.910808,11,31.84747
0.826705,11,31.847574
0.494109,8,31.849544
-1.118215,7,31.85168
11.385141,18,31.85197
-2.165872,4,31.854413
80.596235,69,31.856502
-2.294075,2,31.856569
1.488797,13,31.862805
0.944413,6,31.862823
0.161353,9,31.867179
0.263959,6,31.875487
-5.428567,11,31.875549
1.279502,7,31.877691
11.50559,11,31.879608
-0.684088,4,31.884295
3.711548,15,31.886595
-1.039494,7,31.890979
-0.09053,6,31.89104
8.065472,20,31.891154
15.234074,17,31.89314
-0.199574,8,31.897397
-2.444924,9,31.904406
-1.168051,4,31.906462
1.70422,10,31.908616
10.370811,20,31.910776
-3.823807,4,31.913064
-2.072167,4,31.915115
8.057855,11,31.917112
7.777577,12,31.917238
6.533982,8,31.933389
7.069335,14,31.937188
-2.132366,3,31.93931
14.830014,26,31.945277
-1.184672,6,31.951749
23.15256,19,31.951753
9.496701,21,31.954178
1.635272,5,31.962674
3.98144,10,31.966975
-0.81517,4,31.975458
-1.449045,6,31.975677
20.004402,29,31.977681
64.514357,44,31.984573
-0.061075,4,31.984571
19.124849,23,31.986847
13.628778,16,31.98711
0.73459,5,31.996018
28.882309,41,32.002494
-0.552182,10,32.007577
8.864145,15,32.009778
-6.31528,9,32.016424
7.382052,14,32.018573
20.272288,29,32.018581
1.399049,9,32.0226
1.20463,6,32.029158
4.241873,10,32.031227
-2.255778,3,32.037239
-1.274797,10,32.039319
-1.626022,5,32.039851
1.235929,6,32.050936
0.916127,9,32.059435
15.644394,38,32.061511
9.838107,23,32.0679
15.414,21,32.067927
2.598472,9,32.069957
-2.384129,6,32.074226
-1.786178,3,32.076448
-1.97001,4,32.082422
39.322464,46,32.086528
-2.950023,6,32.088386
1.149759,6,32.100513
8.670314,16,32.100688
17.856482,18,32.104558
4.389563,9,32.104775
34.362645,31,32.104793
-1.737849,4,32.108775
69.610518,50,32.112879
12.218807,12,32.128963
18.603869,24,32.130955
1.444639,13,32.131095
10.696332,16,32.141152
-1.516067,22,32.14539
70.931919,46,32.153556
6.819781,12,32.155606
-1.963656,8,32.161664
14.370423,16,32.163587
-1.256038,6,32.16606
6.279431,19,32.16819
6.68108,14,32.170169
-3.348623,3,32.174397
5.791928,8,32.180054
4.421329,11,32.184096
-0.123289,4,32.18809
2.218378,12,32.190539
-2.480114,12,32.198827
-1.831598,4,32.199103
13.277581,18,32.207331
4.649458,15,32.215856
-0.003912,8,32.215894
1.233777,6,32.220084
58.111855,53,32.222594
3.826574,12,32.224823
-0.099212,7,32.231526
8.16302,10,32.237585
5.555842,10,32.245652
-1.897252,6,32.249444
96.829476,72,32.253608
48.955438,48,32.255916
38.309737,33,32.257895
2.617843,15,32.262249
7.852214,21,32.264298
-0.255364,4,32.264597
15.430708,23,32.270736
3.976713,11,32.272908
3.715725,10,32.275009
12.902815,14,32.275012
-3.153123,4,32.27944
-0.596406,4,32.283247
3.320583,10,32.285402
3.266269,12,32.287361
5.698073,9,32.291365
3.523921,16,32.291652
0.693649,6,32.297934
4.259568,10,32.300177
7.124121,13,32.317571
10.949062,16,32.319766
5.531935,14,32.327923
7.569275,23,32.329762
1.673716,8,32.336268
-1.451274,4,32.338113
12.053355,33,32.342907
9.444972,23,32.344979
-3.021473,4,32.350988
7.298434,17,32.353067
-2.939183,4,32.353138
-3.603023,10,32.357383
67.746007,46,32.359524
-1.353335,5,32.363533
-6.054901,10,32.37327
5.166843,11,32.3734
53.410913,40,32.373457
-0.171304,18,32.375427
0.170796,11,32.379458
5.531315,11,32.381569
3.441367,9,32.381799
-6.286658,7,32.389844
-2.120342,5,32.389987
-1.077949,4,32.390108
0.458415,6,32.394022
-1.522871,4,32.397946
-1.305675,5,32.399838
-1.805821,4,32.40196
4.469292,10,32.40933
7.607649,19,32.411422
-1.751363,7,32.413444
19.44916,20,32.413445
-2.665515,2,32.417633
-1.15624,6,32.421429
57.621673,46,32.421656
1.824957,13,32.423888
0.083365,6,32.425925
-0.212638,7,32.426037
0.247826,4,32.430581
40.242552,30,32.434482
-1.90634,4,32.434852
17.201252,21,32.444617
10.276209,15,32.45256
2.583217,6,32.457394
3.712292,20,32.460896
12.969438,19,32.465554
15.654405,20,32.477457
7.794113,10,32.479355
-1.525513,3,32.485546
17.127542,32,32.493844
9.292698,20,32.496183
33.447884,30,32.498319
-4.648729,11,32.500656
6.940395,18,32.502871
1.122252,6,32.507133
56.554084,38,32.511286
-2.299074,9,32.518008
20.430336,28,32.520083
10.704647,13,32.52421
2.764418,6,32.524638
2.105223,11,32.530448
0.239959,8,32.543035
-6.485119,6,32.545445
4.130826,13,32.547512
6.481684,21,32.549681
-2.604953,4,32.553689
0.638929,7,32.55794
-2.434495,5,32.560046
20.781194,35,32.562103
-0.27415,9,32.566167
0.420832,6,32.570173
-2.205034,3,32.572287
2.481001,12,32.578264
-1.045333,5,32.580462
0.052686,9,32.580562
-3.222847,3,32.586976
38.84985,42,32.590977
-2.736345,12,32.602787
20.669531,38,32.604905
-2.875302,3,32.608901
-2.881206,11,32.613041
15.876967,17,32.615162
7.069937,22,32.617151
-1.68092,5,32.619203
42.185559,47,32.619377
-0.931843,4,32.623885
-1.186174,7,32.631946
-5.076644,14,32.634284
17.734603,25,32.638255
8.853542,14,32.642095
45.317633,41,32.644079
-3.080238,5,32.644169
2.76013,12,32.644172
12.801736,17,32.654182
5.855089,12,32.656381
4.045897,8,32.658524
-0.524372,10,32.658578
12.507842,18,32.660664
-1.751714,4,32.662735
-1.562907,6,32.673056
9.957809,15,32.674915
8.281332,10,32.679018
6.302689,12,32.682998
-2.156798,4,32.683021
2.159641,7,32.687373
-0.53431,5,32.693511
18.389469,28,32.701337
-1.542194,7,32.701443
10.398881,23,32.703435
-0.581523,6,32.706407
49.86329,39,32.725109
8.526753,14,32.733141
0.349947,7,32.739129
22.089356,32,32.745103
-0.479937,3,32.745213
0.329382,7,32.747343
-0.472668,6,32.757608
39.392809,38,32.778985
58.45618,41,32.784973
80.716943,52,32.788872
9.536255,16,32.789033
69.012812,63,32.791013
6.838731,22,32.791056
-0.412141,4,32.797446
45.490662,47,32.801621
-2.704502,6,32.80389
1.842847,7,32.804119
4.015034,15,32.810457
26.749967,32,32.810582
-2.736129,4,32.812841
-0.190452,6,32.815309
-1.411626,5,32.815552
5.453154,10,32.820191
3.164308,9,32.836121
7.385451,11,32.838306
-1.193973,4,32.844568
6.823366,13,32.844838
32.525376,27,32.851442
-2.826877,5,32.862044
1.974137,11,32.862092
4.563752,9,32.864524
-5.131102,10,32.866612
23.705881,28,32.872926
42.341065,40,32.87328
1.108316,9,32.881672
5.131289,12,32.892191
10.290422,16,32.898624
5.403419,18,32.90062
5.68043,13,32.900792
1.567524,8,32.917878
52.281636,46,32.920381
11.035202,22,32.928653
5.065735,18,32.931127
12.970917,19,32.941281
26.596926,34,32.945732
-2.196251,9,32.947629
-3.272081,3,32.947791
67.887907,64,32.949875
10.392707,15,32.952298
9.591645,18,32.956317
-1.791085,3,32.956386
-3.064534,3,32.962701
0.15864,5,32.966841
16.906886,18,32.969115
5.245523,11,32.971346
-0.681393,5,32.974194
5.413539,13,32.977098
-0.075165,6,32.982006
-2.913494,7,32.989759
-0.711757,4,32.99816
46.904194,46,33.000657
16.51703,28,33.008784
1.637432,14,33.008884
17.016119,20,33.014948
2.305544,8,33.01692
-3.443038,16,33.016935
-1.709641,5,33.019562
1.096206,11,33.0216
5.250711,8,33.025929
0.341452,4,33.026026
-1.712829,4,33.028719
9.168616,25,33.030813
-2.724968,4,33.03499
8.481642,11,33.040912
-0.245758,7,33.043219
7.826028,10,33.047229
0.301591,7,33.049201
1.038412,4,33.049323
-1.5389,4,33.051674
-1.978603,3,33.055715
12.914677,20,33.063974
-3.023996,7,33.06614
6.770933,17,33.066239
0.08569,6,33.068344
3.321966,9,33.068391
23.616659,25,33.068411
12.309396,54,33.070496
1.01152,14,33.076975
-0.086882,4,33.077297
1.70474,6,33.081537
-1.063663,3,33.083935
0.442196,8,33.087998
0.85015,6,33.090134
7.310641,12,33.092441
-0.172564,4,33.096343
-1.396704,3,33.096464
5.926778,14,33.096645
-0.889743,9,33.100694
-1.073536,4,33.101021
5.166752,9,33.103123
-4.328742,6,33.109518
3.985183,9,33.121572
3.811595,11,33.121678
3.051799,10,33.125839
22.513434,28,33.129874
-1.598949,5,33.131936
8.22457,14,33.132001
0.165871,7,33.135966
-1.643391,5,33.136287
3.198039,8,33.152125
7.820018,10,33.156141
56.450609,43,33.156193
-3.448198,3,33.158468
21.625081,30,33.160577
-2.414623,2,33.160603
2.217081,6,33.168483
-0.628953,5,33.168843
-0.487736,6,33.172637
-3.181594,6,33.180845
23.342747,25,33.182736
7.076722,12,33.184914
3.236762,10,33.189043
35.183896,29,33.190901
-2.12222,3,33.195163
35.466079,47,33.206906
4.215474,11,33.207292
9.13184,19,33.211104
21.227181,17,33.217166
-2.057109,7,33.221133
18.224375,15,33.221303
24.481468,46,33.223426
-1.923635,7,33.22558
-1.986614,3,33.227825
1.062289,11,33.230134
1.011662,7,33.238762
4.978388,12,33.243201
0.01825,7,33.253217
5.623769,13,33.253328
7.066661,17,33.263503
64.852781,42,33.267628
9.490142,18,33.267771
35.231045,40,33.277652
51.191188,30,33.283614
2.972008,11,33.290005
8.752032,20,33.294013
0.513523,11,33.306043
1.100502,6,33.306153
2.267635,11,33.312245
-0.284594,5,33.316263
13.17306,25,33.31812
-0.620011,4,33.320639
1.287169,9,33.324543
-2.111538,4,33.326428
-0.5031,5,33.326582
-2.201773,4,33.328676
62.011469,38,33.330621
-2.472695,4,33.332829
-1.777501,4,33.334718
44.470409,45,33.335091
-1.802169,5,33.343144
0.050555,6,33.347176
29.809682,34,33.347219
0.331215,7,33.34918
-0.203455,3,33.355234
9.28001,15,33.361453
7.675036,12,33.37166
64.656736,53,33.371724
5.438328,9,33.373739
-2.70685,6,33.373944
14.561162,17,33.378235
4.226859,6,33.384234
3.548799,9,33.390353
-3.842669,4,33.392568
5.050059,8,33.394884
20.816381,33,33.396928
8.282749,13,33.401115
0.865672,9,33.409173
2.885702,8,33.411126
-3.304357,3,33.41514
-0.362789,10,33.417145
2.273764,11,33.423434
51.426142,38,33.425746
1.211032,7,33.429724
27.108343,20,33.433626
49.410675,53,33.435711
-1.904777,3,33.435857
3.080096,13,33.437903
-1.266901,11,33.439986
1.344784,9,33.442218
0.918246,5,33.444365
2.02825,6,33.448648
6.086844,13,33.452703
0.006251,7,33.454751
2.052775,9,33.46068
-0.735274,4,33.460962
10.687648,12,33.462845
5.719143,12,33.46909
-1.473405,3,33.469114
-0.616795,7,33.47471
5.142931,10,33.47498
-0.315979,6,33.481053
58.173094,54,33.485192
8.664413,9,33.503436
9.817299,15,33.505802
10.180801,21,33.5117
7.59629,15,33.511791
-3.485379,6,33.517866
35.993038,37,33.523692
-0.273611,7,33.525612
16.396174,33,33.527744
-4.187217,5,33.53408
-1.172628,3,33.534176
9.229894,12,33.536219
-0.420952,4,33.542163
43.758329,37,33.550276
7.882944,15,33.556602
1.848217,11,33.558875
18.614609,29,33.562848
1.291967,7,33.572696
0.240171,7,33.576441
40.270211,71,33.580264
6.341789,19,33.588177
15.124827,23,33.601687
58.273384,43,33.603976
34.852691,37,33.607922
3.321564,10,33.623905
20.925832,27,33.625979
27.384516,26,33.631851
1.685266,5,33.634063
17.771862,34,33.644198
63.545787,51,33.644377
13.316383,19,33.646549
-0.229388,5,33.65499
1.581446,7,33.659561
9.203228,13,33.661604
9.426197,15,33.663464
-1.299215,4,33.671747
-1.148939,8,33.677605
71.939102,45,33.679694
7.265221,13,33.681711
2.851754,8,33.687882
36.292183,43,33.689785
-4.858594,9,33.697843
-0.090406,5,33.699753
16.342434,23,33.705979
4.865582,11,33.709995
2.091401,6,33.711999
15.572255,17,33.712161
13.719579,11,33.72017
73.33308,48,33.723997
5.535987,9,33.728308
4.486247,12,33.730684
0.415686,5,33.740755
4.672393,9,33.742691
2.233419,15,33.75054
6.126594,13,33.75452
13.240431,21,33.754595
66.099376,56,33.760564
0.292696,5,33.770667
74.092514,47,33.776619
3.52338,13,33.776683
0.26825,13,33.780741
-2.598756,6,33.782835
1.39463,9,33.794677
54.077975,42,33.797041
3.491868,13,33.807044
7.976083,14,33.811063
50.436664,37,35.263876
-0.140074,7,35.275515
2.954625,14,35.275548
24.306807,25,35.277584
1.795679,8,35.283494
0.271999,4,35.285424
1.227905,7,35.289374
-2.515773,3,35.291615
-3.397091,3,35.29762
58.594791,53,35.297701
-1.940228,7,35.297723
31.522822,27,35.299818
51.568276,50,35.305842
0.493316,8,35.313963
1.177465,5,35.315983
2.64854,8,35.316007
-0.756654,4,35.323495
8.020789,13,35.323564
44.123992,34,35.325494
6.692588,17,35.331219
0.839086,11,35.33532
0.962162,7,35.337558
5.256155,9,35.341414
45.213164,41,35.358377
3.920825,13,35.364453
-2.096638,5,35.368943
8.710448,15,35.372824
33.127374,28,35.372897
60.97847,41,35.373068
-1.391835,4,35.381051
15.43912,29,35.390871
-0.445697,6,35.402659
51.889694,34,35.404485
54.281688,40,35.406659
17.447193,20,35.41282
34.60293,31,35.426668
0.174982,8,35.429138
-3.315364,4,35.436956
44.355843,35,35.442623
-3.3725,4,35.444844
28.081937,26,35.456095
0.432234,8,35.460012
0.369908,5,35.469699
71.305959,52,35.47185
44.458314,50,35.47942
-0.642329,5,35.481655
8.851154,15,35.485534
52.453543,40,35.485538
9.766722,24,35.489613
64.301007,45,35.491632
-3.038555,3,35.491754
-4.017818,4,35.493663
-2.609217,3,35.497423
0.95593,6,35.505318
51.572025,41,35.507268
1.491242,8,35.507452
8.313439,15,35.511234
-3.9529,7,35.511533
-1.744372,3,35.51357
40.213393,24,35.517519
-1.202385,3,35.519514
0.753984,7,35.525474
-0.219935,9,35.52557
16.597823,24,35.527663
11.882257,20,35.529764
0.861568,9,35.53791
-4.282268,7,35.543874
16.336936,20,35.546007
13.466978,19,35.556079
16.374612,17,35.562128
3.566839,8,35.572048
11.155914,31,35.573927
-3.792768,26,35.578162
5.928635,17,35.580271
-0.176544,4,35.588327
11.849577,23,35.590197
55.92656,32,35.590381
-0.39029,6,35.590477
13.527864,18,35.598263
-0.146758,5,35.598284
-2.814564,7,35.604219
12.682236,17,35.608078
21.808034,35,35.608165
-2.364068,5,35.608238
15.627282,19,35.61017
-1.7869,6,35.620306
7.882192,14,35.626317
0.513402,7,35.634527
1.779668,7,35.640487
35.509583,26,35.642473
12.268024,21,35.650258
26.451792,27,35.65774
1.920933,8,35.657973
9.354857,27,35.662011
8.640573,16,35.665874
-0.495532,13,35.666032
-2.813307,2,35.670109
28.671809,41,35.672076
26.890326,32,35.674041
3.286684,10,35.677926
4.803116,7,35.679929
-2.339752,4,35.68802
-2.160333,5,35.688134
11.185437,15,35.692316
-0.070208,10,35.694212
-1.140379,14,35.719977
4.111619,17,35.722029
18.950328,34,35.726053
3.670763,17,35.728464
0.411324,5,35.730524
0.590391,6,35.734533
-1.303021,5,35.736624
-0.55282,4,35.736679
55.768181,35,35.74264
-1.206666,8,35.746835
52.352434,42,35.75476
16.858271,35,35.758774
4.585775,12,35.761053
0.20175,13,35.76307
98.459415,60,35.772515
0.636341,9,35.782735
2.391057,14,35.788735
-0.254394,5,35.79308
5.412866,31,35.806441
19.110068,22,35.806519
17.424162,17,35.80659
29.536648,27,35.810645
-1.249483,6,35.818565
55.918828,44,35.824409
-1.369847,3,35.83068
3.868727,22,35.83299
-3.673763,4,35.839064
2.75286,7,35.852754
-1.818669,3,35.858621
47.454784,33,35.872095
53.99865,41,35.873996
13.099859,29,35.876124
46.437596,35,35.879894
-0.739078,6,35.883988
0.051144,8,35.892165
92.289866,73,35.894063
11.174874,12,35.898111
-0.563379,4,35.900414
6.17426,9,35.912143
64.843321,54,35.914171
-1.587415,9,35.918105
11.449575,19,35.918175
52.225327,32,35.922132
14.773987,20,35.924163
58.971523,46,35.924273
-1.066634,4,35.926434
6.931773,11,35.943594
1.454549,9,35.943843
15.862458,16,35.955428
-0.202174,6,35.95548
-0.963378,7,35.957448
40.908005,30,35.957557
-1.367138,5,35.967485
-2.829945,7,35.971425
15.209676,24,35.971457
7.21281,28,35.973605
2.283836,6,35.979733
26.89456,35,35.981785
67.668841,44,36.001952
5.689629,10,36.021632
52.597106,34,36.023791
16.066192,27,36.026186
12.192863,24,36.028218
36.167482,27,36.028234
47.774201,39,36.034432
20.58036,27,36.03658
-1.318745,4,36.036652
0.441611,7,36.0487
6.403803,13,36.050682
49.163421,39,36.050768
20.54923,21,36.064846
-5.18228,19,36.064965
1.885315,18,36.072759
3.591148,12,36.07483
-0.903996,8,36.080912
6.773603,12,36.088862
47.949339,33,36.094735
31.521195,25,36.100715
2.721136,7,36.10298
-3.781423,4,36.10304
47.174746,36,36.10884
6.258365,20,36.114929
-2.420657,7,36.117259
0.788639,15,36.134457
5.322775,9,36.137123
-1.576052,4,36.144005
17.44572,22,36.152198
63.857483,57,36.167453
7.491499,15,36.167623
21.62483,27,36.167819
59.701752,46,36.177516
1.187433,6,36.17992
-3.351842,8,36.183894
13.655819,58,36.193442
50.090712,40,36.20134
31.767639,32,36.215252
1.732548,8,36.21728
26.343538,26,36.219432
-3.159506,4,36.227258
-2.276119,7,36.231105
23.791525,27,36.231148
8.655394,19,36.231241
1.512035,9,36.233319
-0.297158,6,36.239192
4.318139,9,36.248969
1.092073,6,36.250916
8.28542,13,36.257075
37.623366,57,36.25709
-1.69276,7,36.263339
1.39306,18,36.267377
-0.019868,9,36.276806
71.519238,51,36.284712
65.918636,54,36.29454
28.70583,30,36.296628
2.85332,6,36.307896
2.040356,8,36.309837
-4.213002,5,36.31752
-4.091469,6,36.321394
15.250969,31,36.327378
43.151707,36,36.331236
7.207237,11,36.338799
0.181204,18,36.355861
60.408813,41,36.357743
66.375393,46,36.359763
69.604642,43,36.367953
-4.559693,7,36.370147
20.24289,22,36.374104
-2.146707,5,36.37802
18.132182,16,36.389609
3.004029,10,36.389899
-1.867082,4,36.397846
83.692132,75,36.402137
28.040233,23,36.406182
-2.124872,3,36.4084
3.604573,10,36.418257
14.636502,21,36.420577
59.148069,48,36.422714
1.587229,7,36.42292
-1.812783,3,36.425216
27.810278,29,36.432805
0.710316,9,36.439237
-0.665989,6,36.445155
6.036251,11,36.445221
3.843109,12,36.449286
-1.093668,6,36.456914
-3.411005,7,36.459081
63.544495,63,36.465045
21.928259,25,36.473074
-1.665199,3,36.479262
74.383809,45,36.481104
6.77995,13,36.485399
35.899873,24,36.487479
6.248543,20,36.489593
-2.65316,4,36.489649
60.386769,47,36.501363
-3.17292,15,36.509476
12.691158,22,36.509673
5.425279,13,36.515491
-2.570022,3,36.515776
4.750891,15,36.519952
11.869539,18,36.521958
-0.808302,4,36.530057
59.798851,45,36.548195
42.753408,40,36.567958
4.100297,27,36.574228
47.554509,31,36.57816
56.803986,36,36.582255
12.887813,9,36.586131
64.566791,47,36.596134
-2.311726,8,36.602385
4.641174,11,36.604702
73.351899,45,36.620441
84.173839,52,36.620583
23.290481,26,36.630087
54.060049,46,36.640435
-4.407639,11,36.642481
2.731741,15,36.650407
5.595077,10,36.650635
-0.063478,9,36.660467
61.667275,43,36.660785
44.125723,32,36.666812
-0.163821,8,36.667033
3.103474,7,36.676273
2.671135,8,36.68424
56.441794,39,36.684424
9.923545,18,36.688297
9.490286,33,36.707877
4.725786,15,36.713803
-0.096029,6,36.725545
1.50447,19,36.725629
-1.947153,4,36.733519
72.200003,69,36.735567
-1.234199,3,36.740047
20.524527,34,36.74401
26.352895,32,36.748091
-0.502077,7,36.750174
-1.087713,5,36.750393
59.873566,46,36.760253
10.732907,10,36.76968
5.117667,11,36.775014
76.929505,55,36.775338
4.243261,9,36.781273
-0.041594,6,36.783444
-0.251688,4,36.791698
62.34041,43,36.797687
12.572041,14,36.803761
5.545466,14,36.809564
0.643361,9,36.815594
51.835276,35,36.817645
-3.565239,4,36.817655
56.927914,45,36.819772
5.050497,9,36.821911
12.144874,16,36.824044
-3.692174,7,36.832214
2.963811,9,36.836637
38.230846,42,36.838558
11.783881,13,36.848733
65.264169,39,36.854563
4.191981,12,36.85689
-1.868481,6,36.860927
0.859052,10,36.874763
17.388657,24,36.888756
-0.549564,6,36.888938
12.9744,17,36.892989
57.138825,38,36.894955
-1.009503,4,36.897048
-2.511105,4,36.897104
16.867541,31,36.901197
0.727661,5,36.905415
0.690221,6,36.905586
0.42089,6,36.909504
-2.622273,2,36.909837
2.343817,8,36.925545
-6.54391,12,36.925746
61.743833,49,36.925796
58.075153,52,36.927832
-2.459933,3,36.932022
6.531107,13,36.935895
6.122313,22,36.941807
0.421383,6,36.944042
2.677729,8,36.957612
10.86418,17,36.961504
-2.4881,3,36.967375
-0.997896,7,36.971159
39.053918,56,36.974727
-1.587819,4,36.978546
-1.1813,7,36.981426
18.537133,25,36.994955
6.08789,10,36.997195
0.477178,5,37.005236
48.249416,39,37.00528
65.228822,49,37.005358
-3.700473,3,37.011149
56.589978,39,37.015096
-1.288744,4,37.019335
4.471082,12,37.021357
2.305754,11,37.027448
72.954485,52,37.03151
2.301066,10,37.035478
20.458052,27,37.0376
8.957812,16,37.03772
54.329953,29,37.039703
7.774997,13,37.045817
-2.282724,9,37.049765
-1.384451,6,37.051661
4.659368,12,37.061915
11.985211,13,37.071991
2.559713,18,37.07429
-0.780463,6,37.084388
41.60413,36,37.099783
2.478124,10,37.103744
10.014954,15,37.103869
29.963622,42,37.105825
23.416575,28,37.107915
-2.201605,6,37.115785
-0.596991,8,37.121486
7.8862,13,37.125583
40.266343,35,37.131555
0.284667,14,37.131778
3.654778,9,37.133942
70.397482,48,37.14567
80.993148,55,37.146034
13.545544,16,37.15799
0.494265,6,37.158047
1.01649,7,37.160082
-3.349352,3,37.164136
18.597089,20,37.174171
23.36337,30,37.18205
8.157421,25,37.182055
0.516834,5,37.184151
